# run lumi evt seed tc cls df00 df01 df02 df03 df04 df05 df06 df07 df08 df09 df10 df11 df12 df13 df14 df15 df16 df17 df18 df19 df20 df21 yFree nSoleCut nSoleAcc nAccSims nFullSims isDup isFake nPartner
1 32 3154 695 664 0 -0.0172159 0.213913 0.000416389 0.00151098 0.000141404 -0.0889576 0.999899 6.72532 6.72532 -30 5 10 26.7039 -0.0384109 0.253998 3 1 1 0 1 4 1 1 0 0 1 1 1 0 1
1 32 3154 1909 667 1 -0.0963254 2.05376 0.00234203 0.00190521 0.0052911 -0.0838464 7.74677 -1.92993 -1.5828 3.30228 6 12 34.3454 0.182645 2.02025 4 2 1 0 0 1 14 1 0 0 0 1 0 0 0
1 32 3154 892 670 1 -0.0699999 0.422078 0.000769073 0.00175839 1.27928 -0.0971774 4.67763 0.189008 1.94834 5.1749 6 12 28.0802 0.209292 0.514504 3 1 1 0 1 1 1 1 0 0 0 1 0 0 0
1 32 3154 947 673 1 -0.0638761 0.283906 0.000528982 0.00160097 0.443772 -0.0996345 5.36102 -3.65393 1.1117 4.98012 6 12 31.7203 -0.0526635 0.3067 4 1 1 0 1 2 1 1 0 0 0 1 0 0 0
1 32 3154 496 686 0 0.63285 1.1728 0.000683151 0.000460343 0.000431015 0.018847 1.77235 -2.04436 5.74436 5.19739 5 10 25.7154 0.0165909 1.09606 3 1 1 0 1 5 1 1 0 0 0 1 1 0 1
1 32 3154 869 688 0 0.0996465 1.18398 0.00148357 0.00157701 0.00122095 -0.0656994 0.167177 2.14551 6.32732 -30 5 10 25.483 -0.00192812 1.19395 3 1 1 0 1 3 1 1 0 0 0 1 1 0 1
1 32 3154 762 690 0 0.326431 0.224777 0.000297445 0.000625837 0.229229 0.0403083 5.341 6.20602 6.20602 -30 5 10 21.9065 0.302254 0.261664 2 1 1 0 1 1 2 1 0 0 0 1 1 0 1
1 32 3154 773 690 1 -0.0521496 0.375525 0.000685598 0.00174052 1.46668 0.0959005 5.6914 -2.69152 -1.21891 1.7742 5 10 21.9065 0.302254 0.261664 2 1 1 0 1 1 2 1 0 0 0 1 0 0 0
1 32 3154 565 693 1 0.227315 1.29701 0.00135935 0.00100976 15.5081 -0.0440375 7.39334 -3.47376 1.06699 -30 5 10 25.2339 0.106682 1.16576 3 1 1 0 1 1 3 1 0 0 0 1 0 0 0
1 32 3154 576 693 0 0.227856 1.08868 0.00089755 0.000896261 24.4366 -0.0525504 7.53337 -3.27917 5.01363 -30 5 10 25.2339 0.106682 1.16576 3 1 1 0 1 5 3 1 0 0 0 1 1 0 1
1 32 3154 583 693 0 0.0853603 1.11168 0.00119543 0.00129931 31.3396 0.0690065 8.0624 6.38372 6.38372 -30 5 10 25.2339 0.106682 1.16576 3 1 1 0 1 3 3 1 0 0 0 1 1 0 1
1 32 3154 718 694 0 0.633633 0.685911 0.000489415 0.000415741 25.0914 -0.0192767 9.53187 5.1204 5.1204 -30 5 10 23.9375 0.611766 0.789075 3 1 1 0 1 3 3 1 0 0 0 1 1 0 1
1 32 3154 722 694 1 0.123974 0.837297 0.000990638 0.00128432 18.9373 -0.0620388 7.32082 -2.09652 0.224007 2.83259 5 10 23.9375 0.611766 0.789075 3 1 1 0 1 3 3 1 0 0 0 1 0 0 0
1 32 3154 737 694 1 0.0524921 0.862914 0.0011113 0.00144249 17.6707 0.0733529 7.01427 -1.97836 3.09714 3.77555 5 10 23.9375 0.611766 0.789075 3 1 1 0 1 2 3 1 0 0 0 1 0 0 0
1 32 3154 338 696 1 0.151063 0.764986 0.000913634 0.00122013 0.855479 0.0590333 4.00214 -2.50574 1.24257 2.77601 6 12 27.804 -0.0158119 0.676489 3 1 1 0 1 3 1 1 0 0 0 1 0 0 0
1 32 3154 25 700 0 0.468686 1.07819 0.000790558 0.000620319 0.0806634 0.0281184 3.79281 -1.71615 6.81438 -30 5 10 23.5825 0.0972099 1.02107 3 1 1 0 1 4 1 1 0 0 0 1 1 0 1
1 32 3154 774 702 1 0.0933264 0.576024 0.000743173 0.00125662 8.79637 0.0667117 7.16125 4.96501 4.96501 5.817 5 10 20.983 0.0981543 0.681758 2 1 1 0 1 2 1 1 0 0 0 1 0 0 0
1 32 3154 670 704 0 0.137752 0.124984 0.000358594 0.00118642 0.000812509 0.0609235 0.685789 6.27528 6.27528 -30 5 10 21.0606 0.111978 0.115568 2 1 1 0 1 3 1 1 0 0 0 1 1 0 1
1 32 3154 472 713 0 0.253521 1.32229 0.00125029 0.00113785 0.000825059 -0.0470384 1.22486 6.70631 6.70631 -30 6 12 28.3637 0.26211 1.2523 3 1 1 0 1 1 2 1 0 0 0 1 1 0 1
1 32 3154 496 713 0 0.63285 1.1728 0.000683151 0.000460343 0.000431015 0.018847 1.77235 -1.1654 5.74436 5.19739 6 12 28.3637 0.26211 1.2523 3 1 1 0 1 5 2 1 0 0 0 1 1 0 1
1 32 3154 550 715 0 0.790406 0.946816 0.000714046 0.000386568 0.110938 0.0137717 3.40799 -0.572962 6.61858 -30 5 10 25.7662 0.734933 0.996714 3 1 1 0 1 9 6 1 0 0 1 1 1 0 1
1 32 3154 552 715 0 0.606046 1.0029 0.00077349 0.000487001 0.949695 -0.0215403 4.19179 -0.927314 2.886 -30 5 10 25.7662 0.734933 0.996714 3 1 1 0 1 11 6 1 0 0 0 1 1 0 1
1 32 3154 561 715 0 1.33498 0.977609 0.000759181 0.000132832 0.0970399 -0.00323063 3.47342 -0.972555 2.39895 -30 5 10 25.7662 0.734933 0.996714 3 1 1 0 1 11 6 1 0 0 1 1 1 0 1
1 32 3154 562 715 0 0.757826 0.99353 0.000864199 0.000423872 0.0775433 0.014269 3.50601 4.44527 4.44527 -30 5 10 25.7662 0.734933 0.996714 3 1 1 0 1 11 6 1 0 0 1 1 1 0 1
1 32 3154 570 715 0 0.672165 1.01224 0.000712491 0.000412449 0.127878 -0.0177609 3.62402 -1.55034 6.26199 5.47804 5 10 25.7662 0.734933 0.996714 3 1 1 0 1 11 6 1 0 0 1 1 1 0 1
1 32 3154 606 715 0 -0.0699139 0.950027 0.00158407 0.00202038 6.05975e-05 0.100393 4.314 -3.5798 5.4741 -30 5 10 25.7662 0.734933 0.996714 3 1 1 0 1 10 6 1 0 0 0 1 1 0 1
1 32 3154 586 717 1 0.769251 1.59731 0.00115955 0.000346741 0.000347155 -0.013595 2.04466 -1.75116 -0.737861 5.16414 5 10 20.5344 -0.0617474 1.49329 2 2 1 0 0 2 2 1 0 0 0 1 0 0 0
1 32 3154 925 719 0 -0.013024 0.566229 0.000871165 0.00155817 11.3681 -0.0877461 8.38003 2.74203 2.74203 3.43962 6 12 24.4579 -0.0196427 0.658589 3 1 1 0 1 2 1 1 0 0 0 1 1 0 1
1 32 3154 887 720 0 -0.077014 0.0482516 0.000272139 0.00190236 0.00034225 0.0982318 4.99059 -1.69324 4.72609 -30 6 12 27.1717 0.0881097 0.0686833 3 1 1 0 1 2 1 1 0 0 0 1 1 0 1
1 32 3154 1271 726 0 -0.0103879 1.71772 0.00160216 0.0014633 0.00692593 -0.0935532 7.3466 6.7526 6.7526 -30 5 10 25.3572 0.00950199 1.71703 3 2 1 1 0 1 2 1 0 0 0 1 1 0 1
1 32 3154 860 730 0 -0.00526599 0.798534 0.00119365 0.00167469 1.15707e-05 -0.0861159 2.12039 -0.672181 5.97773 5.65778 5 10 19.5157 -0.0574589 0.834872 2 1 1 0 1 4 1 1 0 0 0 1 1 0 1
1 32 3154 196 731 0 -0.0421228 1.10147 0.00170364 0.00198071 8.84671e-05 -0.0938537 7.48619 4.43902 4.43902 -30 5 10 25.2453 -0.05062 0.978758 3 1 1 0 1 3 1 1 0 0 0 1 1 0 1
1 32 3154 347 732 0 0.0140218 0.117221 0.000354997 0.00153579 0.0218466 0.0808044 5.04065 3.17874 5.36434 -30 6 12 27.4699 0.01354 0.0961729 3 1 1 0 1 2 1 1 0 0 0 1 1 0 1
1 32 3154 684 734 1 -0.0858668 1.09026 0.00162413 0.00187937 35.7645 -0.103839 9.00356 -2.40599 1.26044 3.06603 5 10 25.7128 0.224312 1.15811 3 1 1 0 1 2 1 1 0 0 0 1 0 0 0
1 32 3154 338 737 1 0.151063 0.764986 0.000913634 0.00122013 0.855479 0.0590333 4.00214 -0.386988 1.24257 2.77601 5 10 25.5569 -0.0369883 0.79594 3 1 1 0 1 3 1 1 0 0 0 1 0 0 0
1 32 3154 453 741 0 0.753815 1.28966 0.000905958 0.000396464 0.000346812 -0.0151826 1.72505 -3.36256 5.21724 -30 5 10 21.0529 0.0890715 1.41185 2 1 1 0 1 3 1 1 0 0 0 1 1 0 1
1 32 3154 932 743 0 1.75188 0.944796 0.0016112 0.000107539 0.107682 -0.00125402 3.87931 -3.37375 0.88879 5.44962 6 12 30.2807 0.161542 1.05466 3 1 1 0 1 3 1 1 0 0 1 1 1 0 1
1 32 3154 322 746 0 -0.0154889 0.29022 0.000512852 0.00152344 0.000644206 0.0889857 2.35519 6.83354 6.83354 -30 5 10 26.8633 -0.00552937 0.261596 3 1 1 0 1 1 1 1 0 0 0 1 1 0 1
1 32 3154 473 748 0 -0.00397076 1.47773 0.0018475 0.00157508 0.000310243 -0.0842679 1.2546 6.81597 6.81597 -30 6 12 28.7664 -0.016361 1.44796 3 1 1 0 1 3 3 1 0 0 0 1 1 0 1
1 32 3154 498 748 0 0.19872 1.43481 0.00102991 0.000930159 0.132044 0.0579482 6.6383 -1.27283 5.48656 -30 6 12 28.7664 -0.016361 1.44796 3 2 1 1 1 3 3 1 0 0 0 1 1 0 1
1 32 3154 904 751 2 0.0341322 0.205382 0.000489783 0.00145981 0.00913335 -0.0813531 1.88717 6.24896 6.24896 -30 5 10 20.4269 0.0017785 0.235826 2 1 1 0 1 1 1 1 0 0 0 0 0 1 0
1 32 3154 402 757 0 -0.0675977 0.703911 0.00117769 0.00182541 0.175764 0.0993725 2.63789 6.57624 6.57624 -30 6 12 32.4416 -0.071771 0.712834 4 1 1 0 1 2 1 1 0 0 0 1 1 0 1
1 32 3154 707 759 0 -0.043867 0.403416 0.000695016 0.00163152 0.000134461 -0.0906576 7.1951 -3.89982 5.20678 -30 5 10 19.9309 -0.0589063 0.395227 2 1 1 0 1 1 2 1 0 0 0 1 1 0 1
1 32 3154 752 759 0 -0.0500847 0.499215 0.000862194 0.00171936 6.21921e-05 0.0955144 4.84042 5.49395 5.49395 -30 5 10 19.9309 -0.0589063 0.395227 2 1 1 0 1 2 2 1 0 0 0 1 1 0 1
1 32 3154 131 763 0 -0.0233877 0.857481 0.00126147 0.00170098 1.02545e-06 0.0892952 0.0800763 -1.86314 6.85962 -30 6 12 28.0995 0.0985926 0.733803 3 1 1 0 1 2 1 1 0 0 0 1 1 0 1
1 32 3154 496 764 0 0.63285 1.1728 0.000683151 0.000460343 0.000431015 0.018847 1.77235 5.74436 5.74436 5.19739 5 10 25.3447 0.618963 1.12577 3 1 1 0 1 5 1 1 0 0 0 1 1 0 1
1 32 3154 250 766 1 -0.0978808 1.77394 0.00197269 0.0017366 0.000300242 -0.0838514 4.96056 -1.40315 1.74942 4.20263 6 12 32.6716 0.34806 1.72162 4 5 1 0 0 2 7 1 0 0 0 1 0 0 0
1 32 3154 304 766 0 -0.0312495 1.81714 0.00216879 0.00170982 0.00067306 0.0814372 3.39169 -0.241853 5.42174 -30 6 12 32.6716 0.34806 1.72162 4 1 1 0 1 3 7 1 0 0 0 1 1 0 1
1 32 3154 2231 766 2 0.207532 1.78318 0.00196855 0.00102732 76.4722 -0.0476913 13.1397 -2.62031 0.765532 5.20103 6 12 32.6716 0.34806 1.72162 4 1 1 0 1 4 7 1 0 0 0 0 0 1 0
1 32 3154 2566 767 2 -0.0495343 2.06296 0.00286438 0.00191209 11.1929 0.0685986 12.4312 -2.0181 0.629213 4.06041 5 10 20.6919 0.210336 2.02759 2 2 1 0 1 1 4 1 0 0 0 0 0 1 0
1 32 3154 5634 767 1 0.2904 2.06701 0.00206469 0.0008978 1.83925e-05 0.0464772 24.4 6.2126 6.2126 -30 5 10 20.6919 0.210336 2.02759 2 2 1 1 0 1 4 1 0 0 0 1 0 0 0
1 32 3154 550 773 0 0.790406 0.946816 0.000714046 0.000386568 0.110938 0.0137717 3.40799 -1.02779 6.61858 -30 5 10 23.8964 1.29734 0.982431 3 1 1 0 1 9 6 1 0 0 1 1 1 0 1
1 32 3154 552 773 0 0.606046 1.0029 0.00077349 0.000487001 0.949695 -0.0215403 4.19179 -1.02212 2.886 -30 5 10 23.8964 1.29734 0.982431 3 1 1 0 1 11 6 1 0 0 0 1 1 0 1
1 32 3154 561 773 0 1.33498 0.977609 0.000759181 0.000132832 0.0970399 -0.00323063 3.47342 2.39895 2.39895 -30 5 10 23.8964 1.29734 0.982431 3 1 1 0 1 11 6 1 0 0 1 1 1 0 1
1 32 3154 562 773 0 0.757826 0.99353 0.000864199 0.000423872 0.0775433 0.014269 3.50601 -0.736609 4.44527 -30 5 10 23.8964 1.29734 0.982431 3 1 1 0 1 11 6 1 0 0 1 1 1 0 1
1 32 3154 570 773 0 0.672165 1.01224 0.000712491 0.000412449 0.127878 -0.0177609 3.62402 -0.748562 6.26199 5.47804 5 10 23.8964 1.29734 0.982431 3 1 1 0 1 11 6 1 0 0 1 1 1 0 1
1 32 3154 606 773 0 -0.0699139 0.950027 0.00158407 0.00202038 6.05975e-05 0.100393 4.314 -4.13005 5.4741 -30 5 10 23.8964 1.29734 0.982431 3 1 1 0 1 10 6 1 0 0 0 1 1 0 1
1 32 3154 628 774 0 0.195169 0.547309 0.000724415 0.00129765 0.000235366 0.0545749 4.79176 5.45016 5.45016 5.83072 6 12 26.9015 0.168637 0.43923 3 1 1 0 1 1 1 1 0 0 0 1 1 0 1
1 32 3154 550 775 0 0.790406 0.946816 0.000714046 0.000386568 0.110938 0.0137717 3.40799 -0.430991 6.61858 -30 5 10 19.8902 0.387863 0.973589 2 1 1 0 1 9 5 1 0 0 1 1 1 0 1
1 32 3154 552 775 0 0.606046 1.0029 0.00077349 0.000487001 0.949695 -0.0215403 4.19179 -1.16765 2.886 -30 5 10 19.8902 0.387863 0.973589 2 1 1 0 1 11 5 1 0 0 0 1 1 0 1
1 32 3154 561 775 0 1.33498 0.977609 0.000759181 0.000132832 0.0970399 -0.00323063 3.47342 -0.615388 2.39895 -30 5 10 19.8902 0.387863 0.973589 2 1 1 0 1 11 5 1 0 0 1 1 1 0 1
1 32 3154 562 775 0 0.757826 0.99353 0.000864199 0.000423872 0.0775433 0.014269 3.50601 -0.242431 4.44527 -30 5 10 19.8902 0.387863 0.973589 2 1 1 0 1 11 5 1 0 0 1 1 1 0 1
1 32 3154 570 775 0 0.672165 1.01224 0.000712491 0.000412449 0.127878 -0.0177609 3.62402 -1.85639 6.26199 5.47804 5 10 19.8902 0.387863 0.973589 2 1 1 0 1 11 5 1 0 0 1 1 1 0 1
1 32 3154 542 778 0 -0.0147623 1.22485 0.00181121 0.00198157 0.000106822 -0.0882668 1.25004 -1.69592 4.9534 -30 6 12 28.5104 0.26399 1.25627 3 1 1 0 1 5 1 1 0 0 0 1 1 0 1
1 32 3154 199 781 0 0.0448489 1.51645 0.0015609 0.00141806 19.1726 0.0701908 8.5602 6.86776 6.86776 -30 6 12 27.9432 0.0633797 1.5486 3 1 1 0 1 3 1 1 0 0 0 1 1 0 1
1 32 3154 542 783 0 -0.0147623 1.22485 0.00181121 0.00198157 0.000106822 -0.0882668 1.25004 -2.42809 4.9534 -30 6 12 28.7238 0.198446 1.25069 3 1 1 0 1 5 1 1 0 0 0 1 1 0 1
1 32 3154 20 784 0 0.479848 1.54479 0.00111448 0.000599153 0.000577768 0.0271436 5.89895 3.44395 5.12356 -30 5 10 25.9346 0.426136 1.53559 3 1 1 0 1 3 3 1 0 0 0 1 1 0 1
1 32 3154 703 788 1 0.314047 0.435956 0.000443912 0.000741027 0.000455712 -0.0400623 0.305351 -2.07193 2.53499 -30 5 10 24.4816 -0.061394 0.514893 3 1 1 0 1 2 3 1 0 0 0 1 0 0 0
1 32 3154 731 788 0 -0.0720029 0.580034 0.00104376 0.00186471 9.00051 0.0975025 7.14292 -1.30725 6.42177 -30 5 10 24.4816 -0.061394 0.514893 3 1 1 0 1 2 3 1 0 0 0 1 1 0 1
1 32 3154 741 788 0 -0.0737464 0.564714 0.00102842 0.00190335 0.00117026 0.10076 2.13746 6.08847 6.08847 -30 5 10 24.4816 -0.061394 0.514893 3 1 1 0 1 2 3 1 0 0 0 1 1 0 1
1 32 3154 453 792 0 0.753815 1.28966 0.000905958 0.000396464 0.000346812 -0.0151826 1.72505 5.21724 5.21724 -30 6 12 28.3516 0.746307 1.22647 3 1 1 0 1 3 2 1 0 0 0 1 1 0 1
1 32 3154 471 792 0 -0.0364044 1.14984 0.00148041 0.00161783 15.2023 0.093949 7.5919 -2.6854 6.1922 -30 6 12 28.3516 0.746307 1.22647 3 1 1 0 1 3 2 1 0 0 0 1 0 0 0
1 32 3154 869 800 0 0.0996465 1.18398 0.00148357 0.00157701 0.00122095 -0.0656994 0.167177 6.32732 6.32732 -30 6 12 29.0756 0.102802 1.15185 3 1 1 0 1 3 1 1 0 0 0 1 1 0 1
1 32 3154 2828 804 1 0.034543 1.90885 0.00200865 0.00145723 101.008 -0.0583238 14.829 2.10453 2.10453 3.18964 5 10 24.5014 -0.0385731 1.88356 3 16 1 0 0 1 21 1 0 0 0 1 0 0 0
1 32 3154 6052 804 0 -0.0857379 1.83179 0.00195493 0.0016754 163.471 -0.103038 25.65 1.91613 5.63659 5.96872 5 10 24.5014 -0.0385731 1.88356 3 3 1 0 0 2 21 1 0 0 0 1 1 0 1
1 32 3154 804 809 0 -0.0502216 0.841996 0.0013866 0.00189486 8.74105 -0.0970996 6.62414 6.66719 6.66719 -30 5 10 21.1648 -0.045889 0.897014 2 1 1 0 1 1 1 1 0 0 0 1 1 0 1
1 32 3154 683 813 0 0.486843 1.33509 0.00105689 0.000788842 0.000573425 0.0299939 2.37026 5.97854 5.97854 -30 7 14 28.4587 0.459496 1.30185 3 1 1 0 1 2 1 1 0 0 0 1 1 0 1
1 32 3154 847 820 0 0.352178 1.08174 0.000942003 0.000848017 0.000228775 0.0369941 1.52992 -1.48154 6.50893 -30 5 10 20.1824 -0.0161754 1.09173 2 1 1 0 1 7 2 1 0 0 0 1 1 0 1
1 32 3154 854 820 0 -0.0371737 1.1264 0.00174048 0.00200769 3.62126e-05 0.089303 0.693347 5.88394 5.88394 -30 5 10 20.1824 -0.0161754 1.09173 2 1 1 0 1 8 2 1 0 0 0 1 1 0 1
1 32 3154 192 821 0 0.281469 1.7612 0.00146862 0.000883133 0.000105026 -0.0391135 2.63028 -1.32917 6.84096 -30 6 12 28.6916 0.635582 1.76328 3 1 1 0 1 2 19 1 0 0 0 1 1 0 1
1 32 3154 245 821 1 0.193046 1.8207 0.00231817 0.00112505 5.4618e-06 0.0421223 8.15271 0.227928 1.69955 5.58303 6 12 28.6916 0.635582 1.76328 3 8 1 4 0 3 19 1 0 0 0 1 0 0 0
1 32 3154 2140 821 1 -0.075198 1.86668 0.002264 0.00186961 77.7326 -0.0809722 13.5477 -3.6856 4.2767 1.58465 6 12 28.6916 0.635582 1.76328 3 6 1 0 1 2 19 1 0 0 0 1 0 0 0
1 32 3154 419 825 1 0.128314 1.77072 0.0015319 0.00100297 5.81626e-06 -0.0537826 4.80918 -2.51206 0.530075 0.468877 5 10 19.7709 0.161689 1.67929 2 8 1 0 0 3 8 1 0 0 0 1 0 0 0
1 32 3154 5914 826 1 -0.098855 2.14974 0.00268686 0.0017442 86.1462 0.0823372 26.2 -1.8812 -0.753124 0.482978 6 12 29.0222 0.347322 2.04827 3 2 1 0 1 1 2 1 0 0 0 1 0 0 0
1 32 3154 560 829 1 -0.0807124 0.423862 0.000824387 0.00186452 8.31358e-05 -0.0995071 3.49888 0.750832 0.750832 3.4707 5 10 25.5854 -0.0475136 0.379691 3 1 1 0 1 4 3 1 0 0 0 1 0 0 0
1 32 3154 563 829 1 -0.0298757 0.37832 0.000646342 0.00152444 0.000144323 -0.0889396 2.37759 1.78169 1.78169 2.95216 5 10 25.5854 -0.0475136 0.379691 3 1 1 0 1 3 3 1 0 0 0 1 0 0 0
1 32 3154 573 829 0 -0.0194105 0.364421 0.000654694 0.00158956 0.00379524 -0.0868307 1.33654 6.8664 6.8664 -30 5 10 25.5854 -0.0475136 0.379691 3 1 1 0 1 3 3 1 0 0 0 1 1 0 1
1 32 3154 540 830 0 0.0788498 0.212287 0.000385699 0.00127487 2.80673e-05 -0.0714541 0.82595 -2.43402 6.49831 -30 5 10 19.1642 0.873388 0.12693 2 1 1 0 1 8 3 1 0 0 0 1 1 0 1
1 32 3154 566 830 0 0.777466 0.203613 0.000355651 0.000388873 4.345e-05 -0.0138994 0.876008 -0.823709 6.23332 -30 5 10 19.1642 0.873388 0.12693 2 1 1 0 1 9 3 1 0 0 1 1 1 0 1
1 32 3154 593 830 0 -0.0345025 0.129851 0.000359042 0.00166087 0.0641222 0.0894685 8.45443 -4.89015 6.76989 -30 5 10 19.1642 0.873388 0.12693 2 1 1 0 1 10 3 1 0 0 0 1 1 0 1
1 32 3154 22 833 1 0.242698 1.39992 0.00113165 0.000855564 3.31019e-05 -0.0520422 0.597424 -0.219705 3.40907 -30 6 12 26.8484 0.709852 1.2909 3 1 1 0 1 3 1 1 0 0 0 1 0 0 0
1 32 3154 576 835 0 0.227856 1.08868 0.00089755 0.000896261 24.4366 -0.0525504 7.53337 -3.78769 5.01363 -30 6 12 28.1207 0.0276568 1.07659 3 1 1 0 1 5 2 1 0 0 0 1 1 0 1
1 32 3154 583 835 0 0.0853603 1.11168 0.00119543 0.00129931 31.3396 0.0690065 8.0624 -0.0804898 6.38372 -30 6 12 28.1207 0.0276568 1.07659 3 1 1 0 1 3 2 1 0 0 0 1 1 0 1
1 32 3154 667 836 0 0.277593 1.79423 0.00154555 0.000961163 0.000971777 -0.0410746 2.08521 6.4828 6.4828 5.36406 6 12 26.9424 0.252686 1.76837 3 1 1 0 1 1 7 1 0 0 0 1 1 0 1
1 32 3154 3954 836 1 0.153424 1.85863 0.00169305 0.00108238 217.072 0.0575764 26.2 -4.1282 0.616426 4.48054 6 12 26.9424 0.252686 1.76837 3 6 1 0 1 1 7 1 0 0 0 1 0 0 0
1 32 3154 38 837 0 -0.0149787 0.759137 0.00113905 0.00167339 38.223 -0.0878101 9.78459 5.57171 5.57171 -30 6 12 28.5676 -0.00240514 0.866222 3 1 1 0 1 3 1 1 0 0 0 1 1 0 1
1 32 3154 441 840 1 0.0755715 2.23124 0.0041644 0.00166128 0.00138008 -0.0452316 3.2881 4.48025 4.48025 3.24544 5 10 20.1873 0.0968493 2.1757 2 9 1 0 1 1 18 1 0 0 0 1 1 0 1
1 32 3154 2231 841 2 0.207532 1.78318 0.00196855 0.00102732 76.4722 -0.0476913 13.1397 0.348469 0.765532 5.20103 7 14 32.3227 0.0231496 1.87055 3 1 1 0 1 4 6 1 0 0 0 0 0 1 0
1 32 3154 2306 841 1 0.0707722 1.83224 0.00161578 0.00120754 0.909399 0.0641444 10.7205 -2.76209 2.82046 4.79537 7 14 32.3227 0.0231496 1.87055 3 1 1 0 1 2 6 1 0 0 0 1 0 0 0
1 32 3154 195 845 1 -0.0372189 0.969082 0.00149569 0.00187027 0.00188874 -0.0927623 4.35392 -3.64389 -0.0824515 0.0662028 6 12 27.3548 0.0237169 1.01362 3 1 1 0 1 3 3 1 0 0 0 1 0 0 0
1 32 3154 261 845 1 0.00826844 0.992398 0.00153763 0.00186176 1.7198 0.0807592 5.54359 5.98476 5.98476 5.09958 6 12 27.3548 0.0237169 1.01362 3 2 1 0 0 2 3 1 0 0 0 1 0 0 0
1 32 3154 618 847 0 0.00348375 1.07469 0.00157964 0.00186158 9.76084e-06 -0.0846393 0.559244 6.01727 6.01727 -30 6 12 32.7025 0.0037786 1.05109 4 1 1 0 1 1 1 1 0 0 0 1 1 0 1
1 32 3154 192 848 0 0.281469 1.7612 0.00146862 0.000883133 0.000105026 -0.0391135 2.63028 6.84096 6.84096 -30 5 10 20.8763 -0.120159 1.73543 2 1 1 0 1 2 19 1 0 0 0 1 1 0 1
1 32 3154 245 848 1 0.193046 1.8207 0.00231817 0.00112505 5.4618e-06 0.0421223 8.15271 -1.45471 1.69955 5.58303 5 10 20.8763 -0.120159 1.73543 2 8 1 4 0 3 19 1 0 0 0 1 0 0 0
1 32 3154 2140 848 1 -0.075198 1.86668 0.002264 0.00186961 77.7326 -0.0809722 13.5477 -3.75367 4.2767 1.58465 5 10 20.8763 -0.120159 1.73543 2 6 1 0 1 2 19 1 0 0 0 1 0 0 0
1 32 3154 1168 855 1 -0.0462261 1.93291 0.00183194 0.00163714 0.00676486 0.0904386 1.25737 -1.62764 -0.9479 4.08982 5 10 24.4798 0.220875 1.98545 3 3 1 0 0 1 19 1 0 0 0 1 0 0 0
1 32 3154 6473 855 1 -0.00329288 2.03313 0.00190584 0.00147422 175.862 -0.0911547 33.195 -4.36191 -0.866271 1.42011 5 10 24.4798 0.220875 1.98545 3 19 1 0 0 2 19 1 0 0 0 1 0 0 0
1 32 3154 831 858 0 -0.00138488 1.45631 0.00166162 0.00158888 57.525 -0.0780175 11.6657 -3.32221 6.74263 2.42753 5 10 20.0393 -0.0696468 1.4376 2 1 1 0 1 2 4 1 0 0 0 1 1 0 1
1 32 3154 855 858 0 0.285306 1.42204 0.00098364 0.000842565 6.77184 0.04522 7.14386 6.614 6.614 -30 5 10 20.0393 -0.0696468 1.4376 2 3 1 2 0 1 4 1 0 0 0 1 1 0 1
1 32 3154 1353 860 0 0.217161 1.81277 0.00135224 0.00096031 158.333 0.0401776 15.363 4.22555 4.22555 4.22246 6 12 32.2543 0.201368 1.82648 4 8 1 0 0 3 14 1 0 0 0 1 1 0 1
1 32 3154 438 861 0 -0.0147834 1.70165 0.00168621 0.00147488 0.000278508 0.0795866 2.66072 1.09063 6.68859 -30 5 10 25.6896 -0.0401099 1.73146 3 1 1 0 1 2 11 1 0 0 0 1 1 0 1
1 32 3154 439 861 0 -0.0856614 1.72401 0.00211697 0.00181853 0.000423312 0.0848609 5.95634 4.05867 4.05867 -30 5 10 25.6896 -0.0401099 1.73146 3 1 1 0 1 2 11 1 0 0 0 1 1 0 1
1 32 3154 2323 861 1 -0.0478747 1.83031 0.00191844 0.00162862 0.0113745 -0.0867378 8.8422 -2.5781 0.35703 1.38251 5 10 25.6896 -0.0401099 1.73146 3 9 1 0 0 2 11 1 0 1 1 1 0 0 0
1 32 3154 937 862 0 0.411736 1.50542 0.00119889 0.000647234 62.127 -0.0280678 11.7565 -3.0509 6.66685 -30 6 12 26.7291 -0.094715 1.49699 3 1 1 0 1 2 1 1 0 0 0 1 1 0 1
1 32 3154 196 868 0 -0.0421228 1.10147 0.00170364 0.00198071 8.84671e-05 -0.0938537 7.48619 -3.36132 4.43902 -30 5 10 25.225 -0.0804605 1.21155 3 1 1 0 1 3 3 1 0 0 0 1 1 0 1
1 32 3154 221 868 0 -0.0887699 1.22888 0.00219674 0.00241305 0.000380969 -0.101443 0.8191 3.51912 3.51912 -30 5 10 25.225 -0.0804605 1.21155 3 1 1 0 1 4 3 1 0 0 0 1 1 0 1
1 32 3154 224 868 0 -0.0683152 1.11303 0.00192319 0.00225051 0.153151 -0.0956309 4.03634 3.47601 5.98169 5.81984 5 10 25.225 -0.0804605 1.21155 3 1 1 0 1 3 3 1 0 0 1 1 1 0 1
1 32 3154 1252 873 0 0.177196 1.69442 0.00123547 0.000979599 0.00239253 -0.0617503 8.32515 -2.87535 6.55761 -30 5 10 20.0407 -0.0870323 1.78889 2 11 1 10 0 3 16 1 0 0 0 1 1 0 1
